AutoNumber,Descriptive Name,Comic Series,Comic Volume,Comic Number,Printing/Edition,Comic Publisher,Month/Year Published,Comic Price,Bought At,Bought Date,Bought Price,Quantity,Notes
282,Action Zone (CBS Presents),CBS Presents,1,1,,CBS,1994,0.00,K Mart (?),,0.00,1,
283,Adventures of Superman #456,Adventures of Superman,1,456,,DC,July 1989,0.75,,,,1,
284,Adventures of Superman #481,Adventures of Superman,1,481,,DC,August 1991,1.00,,,,1,1991-25
285,Adventures of Superman #484,Adventures of Superman,1,484,,DC,November 1991,1.00,,,,1,1991-37: Blackout 1
286,Adventures of Superman #492,Adventures of Superman,1,492,,DC,July 1992,1.25,,,,1,1992-27
287,Adventures of Superman #499,Adventures of Superman,1,499,,DC,February 1993,1.25,,,,1,1993-7: Funeral For A Friend 5
288,Adventures of Superman #500,Adventures of Superman,1,500,,DC,June 1993,2.50,,,,1,1993-11
477,Anything Goes! #5,Anything Goes!,1,5,,,October 1987,2.00,eBay - time_trip_3000,2005.09.07,7.90,1,$4.95 + $2.95 s/h
289,"April O'Neil Vol 1, #1",April O'Neil,1,1,,Archie,,1.25,,,,1,
290,"April O'Neil Vol 1, #3",April O'Neil,1,3,,Archie,,1.25,,,,1,
472,"April O'Neil Vol 2, #1",April O'Neil: The May East Saga,1,1,,Archie,April 1993,1.25,Mirage Publishing (Online),2005.08.26,5.00,1,
473,"April O'Neil Vol 2, #2",April O'Neil: The May East Saga,1,2,,Archie,May 1993,1.25,Mirage Publishing (Online),2005.08.26,5.00,1,
291,"April O'Neil Vol 2, #3",April O'Neil: The May East Saga,2,3,,Archie,,1.25,,,,1,
387,Batman #431,Batman,1,431,,DC,Mar 89,0.75,Power House Comics,02.15.2003,2.00,1,The Wall
388,Batman #432,Batman,1,432,,DC,Apr 89,0.75,Power House Comics,02.15.2003,2.00,1,Dead Letter Office
1,Batman #433,Batman,1,433,,DC,May 89,0.75,,,2.00,1,The Many Deaths of the Batman Part One of Three.  Chapter One: Period of Mourning.
2,Batman #434,Batman,1,434,,DC,Jun 89,0.75,,,,1,The Many Deaths of the Batman Part Two of Three.  Chapter Two: How Many Times Can A Batman Die?
3,Batman #435,Batman,1,435,,DC,Jul 89,0.75,,,,1,The Many Deaths of the Batman Part Three of Three.  Chapter Three: The Last Death of the Batman.
405,Batman #443,Batman,1,443,,DC,Jan 90,1.00,The Great Escape,03.14.2003,2.00,1,The Coming of the Crimesmith
406,Batman #444,Batman,1,444,,DC,Feb 90,1.00,The Great Escape,03.14.2003,2.00,1,Crimesmith and Punishment
407,Batman #445,Batman,1,445,,DC,Mar 90,1.00,The Great Escape,03.14.2003,2.00,1,When the Earth Dies! Chapter One: Red Square! Bloody Square!
408,Batman #446,Batman,1,446,,DC,Apr 90,1.00,The Great Escape,03.14.2003,2.00,1,When the Earth Dies Chapter Two: Underworlds
409,Batman #447,Batman,1,447,,DC,May 90,1.00,The Great Escape,03.14.2003,2.00,1,Earth Day! Demon Night!
389,Batman #448,Batman,1,448,,DC,Early Jun 90,1.00,The Great Escape,02.22.2003,2.00,1,The Penguin Affair 1 of 3: Pawns
390,Batman #449,Batman,1,449,,DC,Late Jun 90,1.00,The Great Escape,02.22.2003,2.00,1,The Penguin Affair 3 of 3: Winged Vengeance
361,Batman #450,Batman,1,450,,DC,Early July 90,1.00,The Great Escape,01.18.2003,3.00,1,Wild Card!
362,Batman #451,Batman,1,451,,DC,Late Jul 90,1.00,The Great Escape,01.18.2003,3.00,1,Judgements!
355,Batman #452,Batman,1,452,1st,DC,August 90,1.00,Power House Comics,12.20.2002,1.75,1,Dark Knight/Dark City Part One of Three.
4,Batman #453,Batman,1,453,,DC,Late Aug 90,1.00,,,,1,Dark Knight/Dark City Part Two of Three.
356,Batman #454,Batman,1,454,,DC,Sep 90,1.00,Power House Comics,12.20.2002,1.75,1,Dark Knight/Dark City Part Three of Three.
363,Batman #455,Batman,1,455,,DC,Oct 90,1.00,The Great Escape,01.18.2003,2.00,1,Identity Crisis: Part One
364,Batman #456,Batman,1,456,,DC,Nov 90,1.00,The Great Escape,01.18.2003,2.00,1,Identity Crisis Part Two: Without Fear of Consequence…
365,Batman #457,Batman,1,457,,DC,Dec 90,1.00,The Great Escape,01.18.2003,5.00,1,Master of Fear
366,Batman #458,Batman,1,458,,DC,Jan 91,1.00,The Great Escape,01.18.2003,2.00,1,Night Monsters
559,Batman #462,Batman,1,462,,DC,May 91,1.00,Downtown Books (Milwaukee WI),2007.07.21,0.89,1,
560,Batman #463,Batman,1,463,,DC,Jun 91,1.00,Downtown Books (Milwaukee WI),2007.07.21,0.79,1,
561,Batman #464,Batman,1,464,,DC,Early July 91,1.00,Downtown Books (Milwaukee WI),2007.07.21,0.79,1,
367,Batman #466,Batman,1,466,,DC,Early Aug 91,1.00,The Great Escape,01.18.2003,2.00,1,No More Heroes
5,Batman #467,Batman,1,467,,DC,Late Aug 91,1.00,,,,1,Shadow Box Part One
6,Batman #468,Batman,1,468,,DC,Early Sep 91,1.00,,,,1,Shadow Box Part Two
7,Batman #469,Batman,1,469,,DC,Late Sep 91,1.00,,,,1,Shadow Box Part Three
357,Batman #470,Batman,1,470,,DC,Oct 91,1.00,Power House Comics,12.20.2002,1.75,1,War of the Gods 15 (?)
8,Batman #471,Batman,1,471,,DC,Nov 91,1.00,,,,1,
9,Batman #472,Batman,1,472,,DC,Dec 91,1.00,,,,1,The Idiot Root Part One
10,Batman #473,Batman,1,473,,DC,Jan 92,1.00,,,,1,The Idiot Root Part Three
11,Batman #474,Batman,1,474,,DC,Feb 92,1.00,,,,1,The Destroyer Part One: A Tale of Two Cities
12,Batman #475,Batman,1,475,,DC,Mar 92,1.00,,,,1,The Return of Scarface Part One
13,Batman #476,Batman,1,476,,DC,Apr 92,1.00,,,,1,The Return of Scarface Part Three: The Gig Heat
410,Batman #477,Batman,1,477,,DC,Early May 92,1.25,The Great Escape,03.14.2003,2.25,1,A Gotham Tale Part 1: Gargoyles
411,Batman #478,Batman,1,478,,DC,Late May 92,1.25,The Great Escape,03.14.2003,2.00,1,A Gotham Tale Part 2: Venging Spirits
493,Batman #479,Batman,1,479,,DC,Early June 92,1.25,Westfield's Comics (Madison),2006.04.29,2.00,1,
14,Batman #481,Batman,1,481,,DC,Early July 92,1.25,,,,1,Messenger of Zeus
358,Batman #482,Batman,1,482,,DC,July 92,1.25,Power House Comics,12.20.2002,1.75,1,Vengeance of the Harpy
368,Batman #483,Batman,1,483,,DC,Aug 92,1.25,The Great Escape,01.18.2003,2.00,1,Crash & Burn: A Love Story
369,Batman #484,Batman,1,484,,DC,Sep 92,1.25,The Great Escape,01.18.2003,2.00,1,War Paint
370,Batman #485,Batman,1,485,,DC,Oct 92,1.25,The Great Escape,01.18.2003,2.00,1,Faces of Death
15,Batman Family #9,The Batman Family,3,9,,DC,Feb 77,0.50,,,,1,
16,Batman: Gotham Nights #1,Batman: Gotham Nights,1,1,,DC,March 92,1.25,,,,1,Part One of Four
17,Batman: Gotham Nights #2,Batman: Gotham Nights,1,2,,DC,April 92,1.25,,,,1,Part Two of Four
18,Batman: Gotham Nights #3,Batman: Gotham Nights,1,3,,DC,May 92,1.25,,,1.25,1,Part Three of Four
19,Batman: Gotham Nights #4,Batman: Gotham Nights,1,4,,DC,Jun 92,1.25,,,,1,Part Four of Four
20,Batman: Gotham Nights II #2,Batman: Gotham Nights II,1,2,,DC,Apr 95,1.95,,,,1,Part Two of Four
273,Bodycount #1,Bodycount,1,1,,Image,March 1996,2.50,,,,1,
274,Bodycount #2,Bodycount,1,2,,Image,,2.50,,,,2,
275,Bodycount #3,Bodycount,1,3,,Image,,2.50,,,3.00,1,
276,Bodycount #4,Bodycount,1,4,,Image,,2.50,,,3.00,1,
292,Casey Jones #1 of 2,Casey Jones: North by Downeast,1,1,,Mirage,,2.75,,,,1,North By Downeast
461,Casey Jones #2 of 2,Casey Jones: North by Downeast,1,2,,Mirage,July 1994,2.75,Mirage Publishing (Online),2005.08.26,2.75,1,
293,Casey Jones and Raphael #1,Casey Jones and Raphael,1,1,,Mirage,,2.75,,,,1,
301,Conservation Corps #1,Conservation Corps,1,1,,Archie,,1.25,,,,1,
302,Conservation Corps #2,Conservation Corps,1,2,,Archie,,1.25,,,,1,
303,Conservation Corps #3,Conservation Corps,1,3,,Archie,,1.25,,,,1,
42,Creed/Teenage Mutant Ninja Turtles #1,[crossover],1,1,,Lightning Comics,May 1996,3.00,,,3.00,1,
304,Death of Superman,Superman,1,1,,DC,,4.95,,,,1,
562,Detective Comics #604,Detective Comics,1,604,,DC,,1.00,Downtown Books (Milwaukee WI),2007.07.21,1.49,1,
563,Detective Comics #605,Detective Comics,1,605,,DC,,1.00,Downtown Books (Milwaukee WI),2007.07.21,1.79,1,
564,Detective Comics #606,Detective Comics,1,606,,DC,,1.00,Downtown Books (Milwaukee WI),2007.07.21,1.79,1,
391,Detective Comics #608,Detective Comics,1,608,,DC,,1.00,The Great Escape,02.22.2003,2.00,1,Anarky in Gotham City: Part One: Letters to the Editor
392,Detective Comics #609,Detective Comics,1,609,,DC,,1.00,The Great Escape,02.22.2003,2.00,1,Anarky in Gotham City: Part Two: Facts About Bats
393,Detective Comics #610,Detective Comics,1,610,,DC,Jan 90,1.00,The Great Escape,02.22.2003,2.00,1,Snow and Ice: Part One: Ode to a Penguin
488,Detective Comics #611,Detective Comics,1,611,,DC,Feb 90,1.00,Westfield's Comics (Madison),2006.04.29,2.00,1,
489,Detective Comics #612,Detective Comics,1,612,,DC,Mar 90,1.00,Westfield's Comics (Madison),2006.04.29,2.00,1,
565,Detective Comics #612 [2nd copy],Detective Comics,1,612,,DC,Mar 90,1.00,Downtown Books (Milwaukee WI),2007.07.21,1.09,1,
394,Detective Comics #613,Detective Comics,1,613,,DC,Apr 90,1.00,The Great Escape,02.22.2003,2.00,1,Trash
566,Detective Comics #613 [2nd copy],Detective Comics,1,613,,DC,Apr 90,1.00,Downtown Books (Milwaukee WI),2007.07.21,0.79,1,
395,Detective Comics #614,Detective Comics,1,614,,DC,May 90,1.00,The Great Escape,02.22.2003,2.00,1,Street Demonz
567,Detective Comics #614 [2nd copy],Detective Comics,1,614,,DC,May 90,1.00,Downtown Books (Milwaukee WI),2007.07.21,0.79,1,
396,Detective Comics #615,Detective Comics,1,615,,DC,Early Jun 90,1.00,The Great Escape,02.22.2003,2.50,1,The Penguin Affair 2 of 3: Bird of Ill Omen!
568,Detective Comics #615 [2nd copy],Detective Comics,1,615,,DC,Early Jun 90,1.00,Downtown Books (Milwaukee WI),2007.07.21,1.49,1,
21,Detective Comics #616,Detective Comics,1,616,,DC,Late Jun 90,1.00,,,,1,Stone Killer
397,Detective Comics #617,Detective Comics,1,617,,DC,Early Jul 90,1.00,The Great Escape,02.22.2003,2.00,1,A Clash of Symbols
569,Detective Comics #617 [2nd copy],Detective Comics,1,617,,DC,Early Jul 90,1.00,Downtown Books (Milwaukee WI),2007.07.21,2.29,1,
398,Detective Comics #618,Detective Comics,1,618,,DC,Late Jul 90,1.00,The Great Escape,02.22.2003,2.00,1,Rite of Passage Part One: Shadow on the Sun
570,Detective Comics #618 [2nd copy],Detective Comics,1,618,,DC,Late Jul 90,1.00,Downtown Books (Milwaukee WI),2007.07.21,0.79,1,
399,Detective Comics #619,Detective Comics,1,619,,DC,Early Aug 90,1.00,The Great Escape,02.22.2003,2.00,1,Rite of Passage Part Two: Beyond Belief!
571,Detective Comics #619 [2nd copy],Detective Comics,1,619,,DC,Early Aug 90,1.00,Downtown Books (Milwaukee WI),2007.07.21,2.29,1,
400,Detective Comics #620,Detective Comics,1,620,,DC,Late Aug 90,1.00,The Great Escape,02.22.2003,2.00,1,Rite of Passage Part Three: Make Me a Hero
401,Detective Comics #621,Detective Comics,1,621,,DC,Sep 90,1.00,The Great Escape,02.22.2003,2.00,1,Rite of Passage Part Four: Trial By Fire
572,Detective Comics #621 [2nd copy],Detective Comics,1,621,,DC,Sep 90,1.00,Downtown Books (Milwaukee WI),2007.07.21,2.29,1,
490,Detective Comics #622,Detective Comics,1,622,,DC,Oct 90,1.00,Westfield's Comics (Madison),2006.04.29,2.00,1,
491,Detective Comics #623,Detective Comics,1,623,,DC,Nov 90,1.00,Westfield's Comics (Madison),2006.04.29,2.00,1,
573,Detective Comics #623 [2nd copy],Detective Comics,1,623,,DC,Nov 90,1.00,Downtown Books (Milwaukee WI),2007.07.21,1.49,1,
402,Detective Comics #624,Detective Comics,1,624,,DC,Dec 90,1.00,The Great Escape,02.22.2003,2.00,1,
403,Detective Comics #625,Detective Comics,1,625,,DC,Jan 91,1.00,The Great Escape,02.22.2003,2.00,1,Abattoir!
574,Detective Comics #625 [2nd copy],Detective Comics,1,625,,DC,Jan 91,1.00,Downtown Books (Milwaukee WI),2007.07.21,2.29,1,
379,Detective Comics #626,Detective Comics,1,626,,DC,Feb 91,1.00,Power House Comics,02.15.2003,1.75,1,Return to the Electrocutioner
575,Detective Comics #626 [2nd copy],Detective Comics,1,626,,DC,Feb 91,1.00,Downtown Books (Milwaukee WI),2007.07.21,0.69,1,
576,Detective Comics #627,Detective Comics,1,627,,DC,Mar 91,2.95,Downtown Books (Milwaukee WI),2007.07.21,1.29,1,
22,Detective Comics #628,Detective Comics,1,628,,DC,Apr 91,1.00,,,,1,Hearts
23,Detective Comics #629,Detective Comics,1,629,,DC,May 91,1.00,,,1.50,1,The Hungry Grass
380,Detective Comics #630,Detective Comics,1,630,,DC,Jun 91,1.00,Power House Comics,02.15.2003,1.75,1,And the Executioner Wore Stiletto Heels
577,Detective Comics #630 [2nd copy],Detective Comics,1,630,,DC,Jun 91,1.00,Downtown Books (Milwaukee WI),2007.07.21,2.29,1,
381,Detective Comics #631,Detective Comics,1,631,,DC,Early July 91,1.00,Power House Comics,02.15.2003,1.75,1,The Golem of Gotham Part One
578,Detective Comics #631 [2nd copy],Detective Comics,1,631,,DC,Early July 91,1.00,Downtown Books (Milwaukee WI),2007.07.21,2.29,1,
382,Detective Comics #632,Detective Comics,1,632,,DC,Late Jul 91,1.00,Power House Comics,02.15.2003,1.75,1,The Golem of Gotham Part Two
579,Detective Comics #632 [2nd copy],Detective Comics,1,632,,DC,Late Jul 91,1.00,Downtown Books (Milwaukee WI),2007.07.21,2.29,1,
383,Detective Comics #633,Detective Comics,1,633,,DC,Early Aug 91,1.00,Power House Comics,02.15.2003,1.75,1,Identity Crisis
384,Detective Comics #634,Detective Comics,1,634,,DC,Late Aug 91,1.00,Power House Comics,02.15.2003,1.75,1,The Third Man
385,Detective Comics #635,Detective Comics,1,635,,DC,Early Sep 91,1.00,Power House Comics,02.15.2003,1.75,1,Mind Games
386,Detective Comics #636,Detective Comics,1,636,,DC,Late Sep 91,1.00,Power House Comics,02.15.2003,1.75,1,Mind Control
404,Detective Comics #637,Detective Comics,1,637,,DC,Oct 91,1.00,The Great Escape,02.22.2003,2.00,1,Control Freak
24,Detective Comics #639,Detective Comics,1,639,,DC,Dec 91,1.00,,,,1,The Idiot Root Part Two
25,Detective Comics #640,Detective Comics,1,640,,DC,Jan 92,1.00,,,,1,The Idiot Root Part Four
492,Detective Comics #641,Detective Comics,1,641,,DC,Feb 92,1.00,Westfield's Comics (Madison),2006.04.29,2.00,1,
26,Detective Comics #642,Detective Comics,1,642,,DC,Mar 92,1.00,,,,1,The Return of Scarface Part Two
305,Donatello,Donatello,1,1,,Mirage,,1.50,,,,1,
306,Donatello and Leatherhead #1,Donatello and Leatherhead,1,1,,Archie,,1.25,,,,1,
307,Donatello and Leatherhead #2,Donatello and Leatherhead,1,2,,Archie,,1.25,,,,1,
308,Donatello and Leatherhead #3,Donatello and Leatherhead,1,3,,Archie,,1.25,,,,1,
309,DragonLance Fifth Age,DragonLance,1,1,,TSR,,,,,,1,
310,Flaming Carrot Comics #25,Flaming Carrot Comics,1,25,,Dark Horse Comics,,2.00,,,2.50,1,
311,Flaming Carrot Comics #26,Flaming Carrot Comics,1,26,,Dark Horse Comics,,2.25,,,,1,
312,Flaming Carrot Comics #27,Flaming Carrot Comics,1,27,,Dark Horse Comics,,2.25,,,4.00,1,
317,Fugitoid,Fugitoid,1,1,,Mirage,,1.50,,,,1,
518,"Ghost Rider Vol 2, #3",Ghost Rider,2,3,,Marvel,July 1990,1.50,"eBay, njpower2005",2006.06.04,4.50,1,"eBay, $1 + s/h"
478,Gizmo and the Fugitoid: Book One,Gizmo and the Fugitoid,1,1,,Mirage,June 1989,1.75,hundredsbeforemusicians (eBay),2005.09.09,4.39,1,
479,Gizmo and the Fugitoid: Book Two,Gizmo and the Fugitoid,1,2,,Mirage,July 1989,1.75,hundredsbeforemusicians (eBay),2005.09.09,4.39,1,
277,Gobbledygook,Gobbledygook,1,1,First Printing,Mirage,December 1986,3.50,,,,1,
278,Green-Grey Sponge-Suit Sushi Turtles: The Parody,Green-Grey Sponge-Suit Sushi Turtles,1,1,,Mirage,,,,,,2,
318,Grim Jack #26,Grim Jack,1,26,,First Comics,,1.25,,,,1,
512,Grunts #1,Grunts,1,1,,Mirage,Nov. 1987,2.00,"eBay, Jeff Mirrione",2006.04.24,10.94,1,"eBay, $6.99 + s/h"
279,How to Draw TMNT,Solson,1,1,,Solson,,2.25,,,,1,
319,Last of the Viking Heroes Summer Special #2,Last of the Viking Heroes,1,Summer Special 2,,Genesis West Comics,,2.50,,,,1,
320,Leonardo,Leonardo,1,1,,Mirage,,1.50,,,,1,
321,Magic the Gathering: The Shadow Mage,Magic the Gathering,1,1,,Armada,,2.50,,,,1,
324,Merdude and Michaelangelo,Merdude,1,1,,Archie,,1.25,,,,1,
325,Merdude and Mondo Gecko,Merdude,1,2,,Archie,,1.25,,,,1,
326,Merdude vs Ray Fillet,Merdude,1,3,,Archie,,1.25,,,,1,
327,Michaelangelo,Michaelangelo,1,1,,Mirage,,1.50,,,,2,
328,Michaelangelo Christmas Special,Michaelangelo Christmas Special,1,1,,Mirage,,,,,,1,
471,Mighty Mutanimals #1,Mighty Mutanimals,1,1,,Archie,April 1992,1.25,Mirage Publishing (Online),2005.08.26,5.00,1,
469,Mighty Mutanimals #1 of 3,Mighty Mutanimals Mini-Series,1,1,,Archie,May 1991,1.25,Mirage Publishing (Online),2005.08.26,5.00,1,
330,Mighty Mutanimals #2,Mighty Mutanimals,1,2,,Archie,,1.25,,,,1,
329,Mighty Mutanimals #2 of 3,Mighty Mutanimals Mini-Series,1,2,,Archie,,1.25,,,,1,
331,Mighty Mutanimals #3,Mighty Mutanimals,1,3,,Archie,,1.25,,,,1,
470,Mighty Mutanimals #3 of 3,Mighty Mutanimals Mini-Series,1,3,,Archie,July 1991,1.25,Mirage Publishing (Online),2005.08.26,5.00,1,
332,Mighty Mutanimals #4,Mighty Mutanimals,1,4,,Archie,,1.25,,,,1,
333,Mighty Mutanimals #5,Mighty Mutanimals,1,5,,Archie,,1.25,,,,1,
334,Mighty Mutanimals #6,Mighty Mutanimals,1,6,,Archie,,1.25,,,,1,
335,Mighty Mutanimals #7,Mighty Mutanimals,1,7,,Archie,,1.25,,,,1,
336,Mighty Mutanimals #8,Mighty Mutanimals,1,8,,Archie,,1.25,,,,1,
337,Mighty Mutanimals #9,Mighty Mutanimals,1,9,,Archie,,1.25,,,,1,
338,Mighty Mutanimals: Invasion From Space,Mighty Mutanimals,1,1,,Archie,,2.95,,,,1,
339,Mutant Universe Sourcebook #1,Mutant Universe Sourcebook,1,1,,Archie,,1.95,,,,1,
340,Mutant Universe Sourcebook #2,Mutant Universe Sourcebook,1,2,,Archie,,1.95,,,,1,
341,Mutant Universe Sourcebook #3,Mutant Universe Sourcebook,1,3,,Archie,,1.95,,,,1,
281,Plastron Cafe #2,Plastron Cafe,1,2,,Mirage,February 1993,2.25,,,,1,
354,Prime Slime Tales #1,Prime Slime Tales,1,1,1,Mirage,1986,1.50,Power House Comics,12.20.2002,5.25,1,
342,Raphael [1st],Raphael,1,1,1st Printing,Mirage,,1.50,,,,1,
343,Raphael [2nd],Raphael,1,1,2nd Printing,Mirage,,1.50,,,,2,
27,Robin #1,Robin,1,1,,DC,Jan 91,1.00,,,6.00,1,Part One of Five
28,Robin #2,Robin,1,2,,DC,Feb 91,1.00,,,,1,Part Two of Five
29,Robin #3,Rboin,1,3,,DC,Mar 91,1.00,,,,1,Part Three of Five
30,Robin #4,Robin,1,4,,DC,Apr 91,1.00,,,,1,Part Four of Five
31,Robin #5,Robin,1,5,,DC,May 91,1.00,,,,1,Part Five of Five
32,Robin II: Joker's Wild #1,Robin II: Joker's Wild,1,1,,DC,,1.50,,,,1,
545,"Savage Dragon #01, The",The Savage Dragon,1,01,1st,Image,June 1993,1.95,eBay (bmreman),2006.12.24,0.67,1,9 books for $8.06 after shipping.
43,"Savage Dragon #02, The",The Savage Dragon,1,02,1st,Image,July 1993,2.95,,,,1,
546,"Savage Dragon #02, The [2nd copy]",The Savage Dragon,1,02,1st,Image,July 1993,2.95,eBay (bmreman),2006.12.24,0.67,1,9 books for $8.06 after shipping.
547,"Savage Dragon #03, The",The Savage Dragon,1,03,1st,Image,August 1993,1.95,eBay (bmreman),2006.12.24,0.67,1,9 books for $8.06 after shipping.
548,"Savage Dragon #04, The",The Savage Dragon,1,04,1st,Image,September 1993,1.95,eBay (bmreman),2006.12.24,0.67,1,9 books for $8.06 after shipping.
549,"Savage Dragon #05, The",The Savage Dragon,1,05,1st,Image,October 1993,1.95,eBay (bmreman),2006.12.24,0.67,1,9 books for $8.06 after shipping.
550,"Savage Dragon #06, The",The Savage Dragon,1,06,1st,Image,November 1993,1.95,eBay (bmreman),2006.12.24,0.66,1,9 books for $8.06 after shipping.
